YEAR	INST	CODE	NAME
2014	3	JS3636	BSc (Hons) in Physiotherapy
2014	3	JS3648	BSc (Hons) in Nursing
2014	3	JS3650	BSc (Hons) in Optometry
2014	3	JS3662	BA (Hons) in Social Work
2014	3	JS3674	BBA (Hons) in International Shipping & Transport Logistics
2014	3	JS3686	BEng (Hons) in Mechanical Engineering
2014	3	JS3698	BEng (Hons) in Industrial & Systems Engineering
2014	3	JS3703	BEng (Hons) in Electronic & Information Engineering
2014	3	JS3715	BEng (Hons) in Electrical Engineering
2014	3	JS3727	BSc (Hons) in Geomatics
2014	3	JS3739	BEng (Hons) in Civil Engineering
2014	3	JS3753	BEng (Hons) in Building Services Engineering
2014	3	JS3789	BSc (Hons) in Surveying
2014	3	JS3791	BSc (Hons) in Building Engineering & Management
2014	3	JS3868	Broad Discipline of Computing
2014	3	JS3870	BSc (Hons) in Tourism Management
2014	3	JS3882	BSc (Hons) in Hotel Management
2014	3	JS3894	BBA (Hons) in Marketing
2014	3	JS3911	BBA (Hons) in Accountancy
2014	3	JS3923	BSc (Hons) in Applied Biology with Biotechnology
2014	3	JS3985	BSc (Hons) in Engineering Physics
2014	3	JS3997	BSc (Hons) in Chemical Technology'
2014	4	JS4006	Anthropology
2014	4	JS4018	Chinese Language and Literature
2014	4	JS4020	Cultural Studies
2014	4	JS4022	Cultural Management
2014	4	JS4032	English
2014	4	JS4044	Fine Arts
2014	4	JS4056	History
2014	4	JS4068	Japanese Studies
2014	4	JS4070	Linguistics
2014	4	JS4082	Music
2014	4	JS4094	Philosophy
2014	4	JS4109	Religious Studies
2014	4	JS4111	Theology
2014	4	JS4123	Translation
2014	4	JS4202	Integrated Bachelor of Business Administration Programme
2014	4	JS4214	Global Business Studies
2014	4	JS4226	Hotel and Tourism Management
2014	4	JS4236	Insurance, Financial and Actuarial Analysis \\/ Quantitative Finance
2014	4	JS4240	Professional Accountancy
2014	4	JS4254	Interdisciplinary Major Programme in Global Economics and Finance
2014	4	JS4276	Quantitative Finance and Risk Management Science
2014	4	JS4288	International Business and Chinese Enterprise
2014	4	JS4329	Physical Education, Exercise Science and Health
2014	4	JS4331	BA and BEd (Chinese Language Education) Co-terminal Double Degree Programme
2014	4	JS4343	B.A. (English Studies) and B.Ed. (English Language Education)
2014	4	JS4355	Liberal Studies
2014	4	JS4361	B.Ed. in Mathematics and Mathematics Education
2014	4	JS4401	Engineering
2014	4	JS4501	Medicine
2014	4	JS4502	Medicine (MBChB) Programme Global Physician-Leadership Stream
2014	4	JS4513	Nursing
2014	4	JS4525	Pharmacy
2014	4	JS4537	Public Health
2014	4	JS4601	Science
2014	4	JS4642	Chinese Medicine
2014	4	JS4682	Enrichment Mathematics
2014	4	JS4719	Risk Management Science
2014	4	JS4801	Social Science
2014	4	JS4812	Architectural Studies
2014	4	JS4824	Economics
2014	4	JS4836	Geography and Resource Management
2014	4	JS4838	Urban Studies
2014	4	JS4848	Government and Public Administration
2014	4	JS4850	Journalism and Communication
2014	4	JS4862	Psychology
2014	4	JS4874	Social Work
2014	4	JS4886	Sociology
2014	4	JS4895	Contemporary China Studies (for Humanities stream)
2014	4	JS4896	Contemporary China Studies (for Social Science stream)
2014	4	JS4903	Bachelor of Laws'
2014	5	JS5001	Science
2014	5	JS5002	Engineering
2014	5	JS5003	Business and Management
2014	5	JS5004	Global China Studies: Humanities and Social Science
2014	5	JS5011	International Science Research Enrichment
2014	5	JS5013	Global Business'
2014	6	JS6004	Bachelor of Arts in Architectural Studies
2014	6	JS6016	Bachelor of Science in Surveying
2014	6	JS6028	Bachelor of Arts in Landscape Studies
2014	6	JS6030	Bachelor of Arts in Conservation
2014	6	JS6042	Bachelor of Arts in Urban Studies
2014	6	JS6054	Bachelor of Arts
2014	6	JS6066	Bachelor of Arts and Bachelor of Education in Language Education - English (double degree)
2014	6	JS6078	Bachelor of Arts (Literary Studies) and Bachelor of Laws
2014	6	JS6080	Bachelor of Arts and Bachelor of Education in Language Education - Chinese (double degree)
2014	6	JS6107	Bachelor of Dental Surgery
2014	6	JS6119	Bachelor of Education and Bachelor of Science (double degree)
2014	6	JS6157	Bachelor of Science in Speech and Hearing Sciences
2014	6	JS6183	Bachelor of Science in Exercise and Health
2014	6	JS6195	Bachelor of Education and Bachelor of Social Sciences (double degree)
2014	6	JS6406	Bachelor of Laws
2014	6	JS6456	Bachelor of Medicine and Bachelor of Surgery
2014	6	JS6468	Bachelor of Nursing
2014	6	JS6482	Bachelor of Chinese Medicine
2014	6	JS6494	Bachelor of Pharmacy
2014	6	JS6717	Bachelor of Social Sciences
2014	6	JS6729	Bachelor of Science in Actuarial Science
2014	6	JS6731	Bachelor of Social Work
2014	6	JS6767	Bachelor of Economics \\/ Bachelor of Economics and Finance
2014	6	JS6781	Bachelor of Business Administration \\/ Bachelor of Business Administration in Accounting and Finance
2014	6	JS6793	Bachelor of Business Administration (Information Systems)
2014	6	JS6808	Bachelor of Business Administration (Law)
2014	6	JS6810	Bachelor of Social Sciences (Government and Laws)
2014	6	JS6822	Bachelor of Journalism
2014	6	JS6884	Bachelor of Science in Quantitative Finance
2014	6	JS6896	Bachelor of Business Administration (International Business and Global Management)
2014	6	JS6901	Bachelor of Science
2014	6	JS6949	Bachelor of Biomedical Sciences
2014	6	JS6951	Bachelor of Engineering in Engineering Science
2014	6	JS6963	Bachelor of Engineering'
2014	7	JS7100	Bachelor of Arts (Honours)
2014	7	JS7200	Bachelor of Business Administration (Honours)
2014	7	JS7300	Bachelor of Social Sciences (Honours)'
2014	8	JS8105	Bachelor of Education (Honours) (Chinese Language)
2014	8	JS8117	Bachelor of Education (Honours) (English Language) - Secondary
2014	8	JS8222	Bachelor of Education (Honours) (English Language) - Primary
2014	8	JS8234	Bachelor of Education (Honours) (Primary) - General Studies Major
2014	8	JS8246	Bachelor of Education (Honours) (Primary) - Mathematics Major
2014	8	JS8325	Bachelor of Education (Honours) (Physical Education)
2014	8	JS8337	Bachelor of Education (Honours) (Music)
2014	8	JS8349	Bachelor of Education (Honours) (Visual Arts)
2014	8	JS8351	Bachelor of Education (Honours) (Liberal Studies)
2014	8	JS8361	Bachelor of Education (Honours) (Secondary) \\u2013 Information and Communication Technology Major
2014	8	JS8404	Bachelor of Education (Honours) (Early Childhood Education)
2014	8	JS8507	Higher Diploma in Early Childhood Education
2014	8	JS8600	Bachelor of Arts (Honours) in Language Studies - Chinese Major
2014	8	JS8612	Bachelor of Arts (Honours) in Language Studies - English Major
2014	8	JS8624	Bachelor of Social Sciences (Honours) in Global and Environmental Studies
2014	8	JS8636	Bachelor of Arts (Honours) in Creative Arts and Culture - Music
2014	8	JS8648	Bachelor of Arts (Honours) in Creative Arts and Culture - Visual Arts
2014	8	JS8651	Bachelor of Social Sciences (Honours) in Psychology'
2014	9	JS9001	Bachelor of Social Sciences with Honours in Psychology
2014	9	JS9002	Bachelor of Social Sciences with Honours in Applied Economics
2014	9	JS9003	Bachelor of Social Sciences with Honours in Politics and Public Administration
2014	9	JS9004	Bachelor of Social Sciences with Honours in Applied Social Studies
2014	9	JS9011	Bachelor of Arts with Honours in Chinese
2014	9	JS9012	Bachelor of Arts with Honours in Creative Writing and Film Arts
2014	9	JS9013	Bachelor of Arts with Honours in Language Studies and Translation
2014	9	JS9014	Bachelor of Fine Arts with Honours in Animation and Visual Effects
2014	9	JS9015	Bachelor of Fine Arts with Honours in Photographic Digital Art
2014	9	JS9016	Bachelor of Arts with Honours in Creative Advertising and Media Design
2014	9	JS9220	Bachelor of Business Administration with Honours in Professional Accounting
2014	9	JS9230	Bachelor of Business Administration with Honours in Business Management
2014	9	JS9530	Bachelor of Education(Hons)in English Language Teaching & Bachelor of English Language Studies(Hons)
2014	9	JS9540	Bachelor of English Language Studies with Honours
2014	9	JS9717	Bachelor of Computing with Honours in Internet Technology
2014	9	JS9720	Bachelor of Engineering with Honours in Electronic and Computer Engineering
2014	9	JS9740	Bachelor of Nursing with Honours in General Health Care
2014	9	JS9750	Bachelor of Nursing with Honours in Mental Health Care
2014	9	JS9760	Bachelor of Science with Honours in Testing and Certification'
2015	1	JS1001	College of Business (Bachelor of Business Administration)
2015	1	JS1011	College of Liberal Arts and Social Sciences (Bachelor of Arts \\/ Bachelor of Social Sciences)
2015	1	JS1041	School of Creative Media (Bachelor of Arts \\/ Bachelor of Science \\/ Bachelor of Arts and Science)
2015	1	JS1051	School of Energy and Environment (Bachelor of Engineering - Energy Science and Engineering)
2015	1	JS1061	School of Law (Bachelor of Laws)
2015	1	JS1091	Associate of Science - Building Services Engineering \\/ Construction Engineering and Management \\/ Surveying
2015	1	JS1093	Associate of Science - Architectural Studies
2015	1	JS1201	Department of Architecture and Civil Engineering (Bachelor of Engineering \\/ Bachelor of Science)
2015	1	JS1202	Department of Biology and Chemistry (Bachelor of Science)
2015	1	JS1204	Department of Computer Science (Bachelor of Science - Computer Science)
2015	1	JS1205	Department of Electronic Engineering (Bachelor of Engineering)
2015	1	JS1206	Department of Mathematics (Bachelor of Science - Computing Mathematics)
2015	1	JS1207	Department of Mechanical and Biomedical Engineering (Bachelor of Engineering)
2015	1	JS1208	Department of Physics and Materials Science (Bachelor of Engineering \\/ Bachelor of Science)
2015	1	JS1209	Department of Systems Engineering and Engineering Management (Bachelor of Engineering)'
2015	2	JS2020	Bachelor of Arts
2015	2	JS2030	Bachelor of Arts in Music
2015	2	JS2040	English Language & Literature and English Language Teaching (Double Degree)
2015	2	JS2110	Bachelor of Business Administration - Accounting
2015	2	JS2120	Bachelor of Business Administration
2015	2	JS2310	Bachelor of Social Sciences in Communication
2015	2	JS2410	Bachelor of Chinese Medicine and Bachelor of Science in Biomedical Science
2015	2	JS2420	Bachelor of Pharmacy in Chinese Medicine
2015	2	JS2510	Bachelor of Science
2015	2	JS2610	Bachelor of Arts\\/Bachelor of Social Sciences
2015	2	JS2620	Bachelor of Arts in Physical Education and Recreation Management
2015	2	JS2630	Bachelor of Social Sciences in European Studies - French Stream
2015	2	JS2640	Bachelor of Social Sciences in European Studies - German Stream
2015	2	JS2650	Bachelor of Social Sciences in China Studies (Economics \\/ Geography \\/ History \\/ Sociology)
2015	2	JS2660	Bachelor of Social Work
2015	2	JS2680	Geography \\/ History \\/ Sociology and Liberal Studies Teaching (Double Degree)
2015	2	JS2810	Bachelor of Arts in Visual Arts'
2015	3	JS3002	Broad Discipline of Applied Sciences
2015	3	JS3014	HD in Applied Physics
2015	3	JS3026	HD in Building Services Engineering
2015	3	JS3038	HD in Building Technology & Management (Engineering)
2015	3	JS3040	HD in Chemical Technology
2015	3	JS3052	HD in Civil Engineering
2015	3	JS3064	HD in Electrical Engineering
2015	3	JS3076	HD in Electronic & Information Engineering
2015	3	JS3088	HD in Geomatics
2015	3	JS3090	HD in Hotel Management
2015	3	JS3117	HD in Industrial & Systems Engineering
2015	3	JS3131	Broad Discipline of Business
2015	3	JS3143	HD in International Transport Logistics
2015	3	JS3155	HD Scheme in Fashion and Textile Studies
2015	3	JS3193	HD in Multimedia Design & Technology
2015	3	JS3208	Broad Discipline of Construction & Environment
2015	3	JS3284	HD in Building Technology & Management (Surveying)
2015	3	JS3296	Broad Discipline of Hotel and Tourism Management
2015	3	JS3301	Broad Discipline of Social Sciences
2015	3	JS3313	Broad Discipline of Engineering
2015	3	JS3337	BSc (Hons) in Mental Health Nursing
2015	3	JS3349	BSc (Hons) in Food Safety and Technology
2015	3	JS3351	BEng (Hons) in Transportation Systems Engineering
2015	3	JS3363	BSc (Hons) in Investment Science
2015	3	JS3375	BSc (Hons) in Environment & Sustainable Development
2015	3	JS3404	BEng (Hons) in Product Engineering with Marketing
2015	3	JS3428	BEng (Hons) in Product Analysis & Engineering Design
2015	3	JS3442	BSc (Hons) in Property Management
2015	3	JS3454	BSc (Hons) in Logistics Engineering with Management
2015	3	JS3466	BBA (Hons) in Accounting & Finance
2015	3	JS3478	BSc (Hons) in Medical Laboratory Science
2015	3	JS3480	Broad Discipline of Language, Culture & Communication
2015	3	JS3492	BA (Hons) Scheme in Fashion and Textiles
2015	3	JS3519	BSc (Hons) in Internet & Multimedia Technologies
2015	3	JS3521	BSc (Hons) in Enterprise Engineering with Management
2015	3	JS3533	BBA (Hons) in Global Supply Chain Management
2015	3	JS3545	BA (Hons) in Social Policy & Administration
2015	3	JS3569	BA (Hons) Scheme in Design
2015	3	JS3583	BBA (Hons) in Management
2015	3	JS3595	BBA (Hons) in Financial Services
2015	3	JS3600	BSc (Hons) in Biomedical Engineering
2015	3	JS3612	BSc (Hons) in Radiography
2015	3	JS3624	BSc (Hons) in Occupational Therapy
2015	3	JS3636	BSc (Hons) in Physiotherapy
2015	3	JS3648	BSc (Hons) in Nursing
2015	3	JS3650	BSc (Hons) in Optometry
2015	3	JS3662	BA (Hons) in Social Work
2015	3	JS3674	BBA (Hons) in International Shipping & Transport Logistics
2015	3	JS3686	BEng (Hons) in Mechanical Engineering
2015	3	JS3698	BEng (Hons) in Industrial & Systems Engineering
2015	3	JS3703	BEng (Hons) in Electronic & Information Engineering
2015	3	JS3715	BEng (Hons) in Electrical Engineering
2015	3	JS3727	BSc (Hons) in Geomatics
2015	3	JS3739	BEng (Hons) in Civil Engineering
2015	3	JS3753	BEng (Hons) in Building Services Engineering
2015	3	JS3789	BSc (Hons) in Surveying
2015	3	JS3791	BSc (Hons) in Building Engineering and Management
2015	3	JS3868	Broad Discipline of Computing
2015	3	JS3894	BBA (Hons) in Marketing
2015	3	JS3911	BBA (Hons) in Accountancy
2015	3	JS3923	BSc (Hons) in Applied Biology with Biotechnology
2015	3	JS3985	BSc (Hons) in Engineering Physics
2015	3	JS3997	BSc (Hons) in Chemical Technology'
2015	4	JS4006	Anthropology
2015	4	JS4018	Chinese Language and Literature
2015	4	JS4020	Cultural Studies
2015	4	JS4022	Cultural Management
2015	4	JS4032	English
2015	4	JS4044	Fine Arts
2015	4	JS4056	History
2015	4	JS4068	Japanese Studies
2015	4	JS4070	Linguistics
2015	4	JS4082	Music
2015	4	JS4094	Philosophy
2015	4	JS4109	Religious Studies
2015	4	JS4111	Theology
2015	4	JS4123	Translation
2015	4	JS4202	Integrated Bachelor of Business Administration Programme
2015	4	JS4214	Global Business Studies
2015	4	JS4226	Hotel and Tourism Management
2015	4	JS4236	Insurance, Financial and Actuarial Analysis \\/ Quantitative Finance
2015	4	JS4240	Professional Accountancy
2015	4	JS4254	Interdisciplinary Major Programme in Global Economics and Finance
2015	4	JS4276	Quantitative Finance and Risk Management Science
2015	4	JS4288	International Business and Chinese Enterprise
2015	4	JS4329	Physical Education, Exercise Science and Health
2015	4	JS4331	B.A. (Chinese Language Studies) and B.Ed. (Chinese Language Education) Co-terminal Double Degree Programme
2015	4	JS4343	B.A. (English Studies) and B.Ed. (English Language Education)
2015	4	JS4355	Liberal Studies
2015	4	JS4361	B.Ed. in Mathematics and Mathematics Education
2015	4	JS4401	Engineering
2015	4	JS4501	Medicine (MBChB) Programme
2015	4	JS4502	Medicine (MBChB) Programme Global Physician-Leadership Stream (GPS)
2015	4	JS4513	Nursing
2015	4	JS4525	Pharmacy
2015	4	JS4537	Public Health
2015	4	JS4542	Chinese Medicine
2015	4	JS4601	Science
2015	4	JS4682	Enrichment Mathematics
2015	4	JS4690	Enrichment Stream in Theoretical Physics
2015	4	JS4719	Risk Management Science
2015	4	JS4801	Social Science
2015	4	JS4812	Architectural Studies
2015	4	JS4824	Economics
2015	4	JS4836	Geography and Resource Management
2015	4	JS4838	Urban Studies
2015	4	JS4848	Government and Public Administration
2015	4	JS4850	Journalism and Communication
2015	4	JS4862	Psychology
2015	4	JS4874	Social Work
2015	4	JS4886	Sociology
2015	4	JS4895	Contemporary China Studies (for Humanities stream)
2015	4	JS4896	Contemporary China Studies (for Social Science stream)
2015	4	JS4903	Bachelor of Laws'
2015	5	JS5001	Science
2015	5	JS5002	Engineering
2015	5	JS5003	Business and Management
2015	5	JS5004	Global China Studies: Humanities and Social Science
2015	5	JS5011	International Research Enrichment
2015	5	JS5013	Global Business'
2015	6	JS6004	Bachelor of Arts in Architectural Studies
2015	6	JS6016	Bachelor of Science in Surveying
2015	6	JS6028	Bachelor of Arts in Landscape Studies
2015	6	JS6030	Bachelor of Arts in Conservation
2015	6	JS6042	Bachelor of Arts in Urban Studies
2015	6	JS6054	Bachelor of Arts
2015	6	JS6066	Bachelor of Arts and Bachelor of Education in Language Education - English (double degree)
2015	6	JS6078	Bachelor of Arts in Literary Studies and Bachelor of Laws
2015	6	JS6080	Bachelor of Arts and Bachelor of Education in Language Education - Chinese (double degree)
2015	6	JS6107	Bachelor of Dental Surgery
2015	6	JS6119	Bachelor of Education and Bachelor of Science (double degree)
2015	6	JS6157	Bachelor of Science in Speech and Hearing Sciences
2015	6	JS6183	Bachelor of Science in Exercise and Health
2015	6	JS6195	Bachelor of Education and Bachelor of Social Sciences (double degree)
2015	6	JS6406	Bachelor of Laws
2015	6	JS6456	Bachelor of Medicine and Bachelor of Surgery
2015	6	JS6468	Bachelor of Nursing
2015	6	JS6482	Bachelor of Chinese Medicine
2015	6	JS6494	Bachelor of Pharmacy
2015	6	JS6717	Bachelor of Social Sciences
2015	6	JS6729	Bachelor of Science in Actuarial Science
2015	6	JS6731	Bachelor of Social Work
2015	6	JS6767	Bachelor of Economics \\/ Bachelor of Economics and Finance
2015	6	JS6781	Bachelor of Business Administration \\/ Bachelor of Business Administration in Accounting and Finance
2015	6	JS6793	Bachelor of Business Administration (Information Systems)
2015	6	JS6808	Bachelor of Business Administration (Law) and Bachelor of Laws
2015	6	JS6810	Bachelor of Social Sciences (Government and Laws) and Bachelor of Laws
2015	6	JS6822	Bachelor of Journalism
2015	6	JS6884	Bachelor of Science in Quantitative Finance
2015	6	JS6896	Bachelor of Business Administration (International Business and Global Management)
2015	6	JS6901	Bachelor of Science
2015	6	JS6949	Bachelor of Biomedical Sciences
2015	6	JS6951	Bachelor of Engineering in Engineering Science
2015	6	JS6963	Bachelor of Engineering'
2015	7	JS7100	Bachelor of Arts (Honours)
2015	7	JS7200	Bachelor of Business Administration (Honours)
2015	7	JS7300	Bachelor of Social Sciences (Honours)'
2015	8	JS8105	Bachelor of Education (Honours) in Chinese Language
2015	8	JS8117	Bachelor of Education (Honours) in English Language - Secondary
2015	8	JS8222	Bachelor of Education (Honours) in English Language - Primary
2015	8	JS8234	Bachelor of Education (Honours) (Primary) in General Studies
2015	8	JS8246	Bachelor of Education (Honours) (Primary) in Mathematics
2015	8	JS8325	Bachelor of Education (Honours) in Physical Education
2015	8	JS8337	Bachelor of Education (Honours) in Music
2015	8	JS8349	Bachelor of Education (Honours) in Visual Arts
2015	8	JS8361	Bachelor of Education (Honours) (Secondary) in Information and Communication Technology
2015	8	JS8371	Bachelor of Education (Honours) (Secondary) in Business, Accounting and Financial Studies
2015	8	JS8381	Bachelor of Education (Honours) (Secondary) in History
2015	8	JS8391	Bachelor of Education (Honours) (Secondary) in Mathematics
2015	8	JS8404	Bachelor of Education (Honours) in Early Childhood Education
2015	8	JS8507	Higher Diploma in Early Childhood Education
2015	8	JS8600	Bachelor of Arts (Honours) in Language Studies (Chinese)
2015	8	JS8612	Bachelor of Arts (Honours) in Language Studies (English)
2015	8	JS8624	Bachelor of Social Sciences (Honours) in Global and Environmental Studies
2015	8	JS8636	Bachelor of Arts (Honours) in Creative Arts and Culture (Music)
2015	8	JS8648	Bachelor of Arts (Honours) in Creative Arts and Culture (Visual Arts)
2015	8	JS8651	Bachelor of Social Sciences (Honours) in Psychology'
2015	9	JS9001	Bachelor of Social Sciences with Honours in Psychology
2015	9	JS9002	Bachelor of Social Sciences with Honours in Applied Economics
2015	9	JS9003	Bachelor of Social Sciences with Honours in Politics and Public Administration
2015	9	JS9004	Bachelor of Social Sciences with Honours in Applied Social Studies
2015	9	JS9011	Bachelor of Arts with Honours in Chinese
2015	9	JS9012	Bachelor of Arts with Honours in Creative Writing and Film Arts
2015	9	JS9013	Bachelor of Arts with Honours in Language Studies and Translation
2015	9	JS9014	Bachelor of Fine Arts with Honours in Animation and Visual Effects
2015	9	JS9015	Bachelor of Fine Arts with Honours in Cinematic Design and Photographic Digital Art
2015	9	JS9016	Bachelor of Arts with Honours in Creative Advertising and Media Design
2015	9	JS9017	Bachelor of Arts with Honours in English and Comparative Literature
2015	9	JS9220	Bachelor of Business Administration with Honours in Professional Accounting
2015	9	JS9230	Bachelor of Business Administration with Honours in Business Management
2015	9	JS9240	Bachelor of Business Administration with Honours in Global Business and Marketing
2015	9	JS9250	Bachelor of Business Administration with Honours in Corporate Governance
2015	9	JS9260	Bachelor of Business Administration with Honours in Business Intelligence and Analytics
2015	9	JS9270	Bachelor of Business Administration with Honours in Finance
2015	9	JS9530	Bachelor of Education with Honours in English Language Teaching & Bachelor of English Language Studies with Honours
2015	9	JS9540	Bachelor of English Language Studies with Honours
2015	9	JS9550	Bachelor of Language Studies with Honours (Applied Chinese Language Studies)
2015	9	JS9717	Bachelor of Computing with Honours in Internet Technology
2015	9	JS9720	Bachelor of Engineering with Honours in Electronic and Computer Engineering
2015	9	JS9740	Bachelor of Nursing with Honours in General Health Care
2015	9	JS9750	Bachelor of Nursing with Honours in Mental Health Care
2015	9	JS9760	Bachelor of Science with Honours in Testing and Certification'
2016	1	JS1000	College of Business (Bachelor of Science - Computational Finance)
2016	1	JS1001	College of Business (Bachelor of Business Administration - Global Business)
2016	1	JS1002	Department of Accountancy (Bachelor of Business Administration - Accountancy)
2016	1	JS1003	Department of Economics and Finance (Bachelor of Business Administration)
2016	1	JS1004	Department of Information Systems (Bachelor of Business Administration)
2016	1	JS1005	Department of Management (Bachelor of Business Administration - Management)
2016	1	JS1006	Department of Management Sciences (Bachelor of Business Administration)
2016	1	JS1007	Department of Marketing (Bachelor of Business Administration - Marketing)
2016	1	JS1041	School of Creative Media (Bachelor of Arts \\/ Bachelor of Science \\/ Bachelor of Arts and Science)
2016	1	JS1051	School of Energy and Environment (Bachelor of Engineering - Energy Science and Engineering)
2016	1	JS1061	School of Law (Bachelor of Laws)
2016	1	JS1091	Associate of Science - Building Services Engineering \\/ Construction Engineering and Management \\/ Surveying
2016	1	JS1093	Associate of Science - Architectural Studies
2016	1	JS1101	Department of Applied Social Sciences (Bachelor of Social Sciences)
2016	1	JS1102	Department of Asian and International Studies (Bachelor of Social Sciences - Asian and International Studies)
2016	1	JS1103	Department of Chinese and History (Bachelor of Arts - Chinese and History)
2016	1	JS1104	Department of English (Bachelor of Arts - English Studies)
2016	1	JS1105	Department of Linguistics and Translation (Bachelor of Arts)
2016	1	JS1106	Department of Media and Communication (Bachelor of Arts)
2016	1	JS1108	Department of Public Policy (Bachelor of Social Sciences - Public Policy and Politics)
2016	1	JS1201	Department of Architecture and Civil Engineering (Bachelor of Engineering \\/ Bachelor of Science)
2016	1	JS1202	Department of Biology and Chemistry (Bachelor of Science)
2016	1	JS1203	Department of Biomedical Sciences (Bachelor of Science - Biomedical Sciences)
2016	1	JS1204	Department of Computer Science (Bachelor of Science - Computer Science)
2016	1	JS1205	Department of Electronic Engineering (Bachelor of Engineering)
2016	1	JS1206	Department of Mathematics (Bachelor of Science - Computing Mathematics)
2016	1	JS1207	Department of Mechanical and Biomedical Engineering (Bachelor of Engineering)
2016	1	JS1208	Department of Physics and Materials Science (Bachelor of Engineering \\/ Bachelor of Science)
2016	1	JS1209	Department of Systems Engineering and Engineering Management (Bachelor of Engineering - Systems Engineering and Management)'
2016	2	JS2020	Bachelor of Arts
2016	2	JS2030	Bachelor of Arts in Music
2016	2	JS2040	English Language & Literature and English Language Teaching (Double Degree)
2016	2	JS2110	Bachelor of Business Administration - Accounting
2016	2	JS2120	Bachelor of Business Administration
2016	2	JS2310	Bachelor of Communication
2016	2	JS2410	Bachelor of Chinese Medicine and Bachelor of Science in Biomedical Science
2016	2	JS2420	Bachelor of Pharmacy in Chinese Medicine
2016	2	JS2510	Bachelor of Science
2016	2	JS2610	Bachelor of Arts\\/Bachelor of Social Sciences
2016	2	JS2620	Bachelor of Arts in Physical Education and Recreation Management
2016	2	JS2630	Bachelor of Social Sciences in European Studies - French Stream
2016	2	JS2640	Bachelor of Social Sciences in European Studies - German Stream
2016	2	JS2650	Bachelor of Social Sciences in China Studies (Economics \\/ Geography \\/ History \\/ Sociology)
2016	2	JS2660	Bachelor of Social Work
2016	2	JS2680	Geography \\/ History \\/ Sociology and Liberal Studies Teaching (Double Degree)
2016	2	JS2810	Bachelor of Arts in Visual Arts'
2016	3	JS3002	Broad Discipline of Applied Sciences
2016	3	JS3014	HD in Applied Physics
2016	3	JS3026	HD in Building Services Engineering
2016	3	JS3038	HD in Building Technology & Management (Engineering)
2016	3	JS3040	HD in Chemical Technology
2016	3	JS3052	HD in Civil Engineering
2016	3	JS3064	HD in Electrical Engineering
2016	3	JS3076	HD in Electronic & Information Engineering
2016	3	JS3088	HD in Geomatics
2016	3	JS3090	HD in Hotel Management
2016	3	JS3117	HD in Industrial & Systems Engineering
2016	3	JS3131	Broad Discipline of Business
2016	3	JS3143	HD in International Transport Logistics
2016	3	JS3155	HD Scheme in Fashion and Textile Studies
2016	3	JS3193	HD in Multimedia Design & Technology
2016	3	JS3208	Broad Discipline of Construction & Environment
2016	3	JS3284	HD in Building Technology & Management (Surveying)
2016	3	JS3296	Broad Discipline of Hotel and Tourism Management
2016	3	JS3301	Broad Discipline of Social Sciences
2016	3	JS3313	Broad Discipline of Engineering
2016	3	JS3337	BSc (Hons) in Mental Health Nursing
2016	3	JS3349	BSc (Hons) in Food Safety and Technology
2016	3	JS3351	BEng (Hons) in Transportation Systems Engineering
2016	3	JS3363	BSc (Hons) in Investment Science
2016	3	JS3375	BEng (Hons) in Environmental Engineering & Sustainable Development
2016	3	JS3404	BEng (Hons) in Product Engineering with Marketing
2016	3	JS3428	BEng (Hons) in Product Analysis & Engineering Design
2016	3	JS3442	BSc (Hons) in Property Management
2016	3	JS3454	BSc (Hons) in Logistics Engineering with Management
2016	3	JS3466	BBA (Hons) in Accounting & Finance
2016	3	JS3478	BSc (Hons) in Medical Laboratory Science
2016	3	JS3480	Broad Discipline of Language, Culture & Communication
2016	3	JS3492	BA (Hons) Scheme in Fashion and Textiles
2016	3	JS3507	BEng (Hons) in Aviation Engineering
2016	3	JS3519	BSc (Hons) in Internet & Multimedia Technologies
2016	3	JS3521	BSc (Hons) in Enterprise Engineering with Management
2016	3	JS3533	BBA (Hons) in Global Supply Chain Management
2016	3	JS3545	BA (Hons) in Social Policy & Administration
2016	3	JS3557	BEng (Hons) Scheme in Product and Industrial Engineering
2016	3	JS3569	BA (Hons) Scheme in Design
2016	3	JS3571	BSc (Hons) Scheme in Logistics and Enterprise Engineering
2016	3	JS3583	BBA (Hons) in Management
2016	3	JS3595	BBA (Hons) in Financial Services
2016	3	JS3600	BSc (Hons) in Biomedical Engineering
2016	3	JS3612	BSc (Hons) in Radiography
2016	3	JS3624	BSc (Hons) in Occupational Therapy
2016	3	JS3636	BSc (Hons) in Physiotherapy
2016	3	JS3648	BSc (Hons) in Nursing
2016	3	JS3650	BSc (Hons) in Optometry
2016	3	JS3662	BA (Hons) in Social Work
2016	3	JS3674	BBA (Hons) in International Shipping & Transport Logistics
2016	3	JS3686	BEng (Hons) in Mechanical Engineering
2016	3	JS3698	BEng (Hons) in Industrial & Systems Engineering
2016	3	JS3703	BEng (Hons) in Electronic & Information Engineering
2016	3	JS3715	BEng (Hons) in Electrical Engineering
2016	3	JS3727	BSc (Hons) in Geomatics
2016	3	JS3739	BEng (Hons) in Civil Engineering
2016	3	JS3753	BEng (Hons) in Building Services Engineering
2016	3	JS3789	BSc (Hons) in Surveying
2016	3	JS3791	BSc (Hons) in Building Engineering and Management
2016	3	JS3868	Broad Discipline of Computing
2016	3	JS3894	BBA (Hons) in Marketing
